P,I,D,CTE,Total Error,Speed,Steer Value,Steering Angle
0.3772,193.894,-0.0007,0.3772,1.67205,24.9803,-0.03072,-0.4097
0.3763,194.27,-0.0009,0.3763,1.67226,25.0521,-0.02863,-0.3834
0.3753,194.645,-0.001,0.3753,1.67246,25.1204,-0.02753,-0.3317
0.3743,195.02,-0.001,0.3743,1.67267,25.1912,-0.02743,-0.2794
0.373,195.393,-0.0013,0.373,1.67287,25.2597,-0.0243,-0.2519
0.373,195.766,0,0.373,1.67307,25.2597,-0.0373,-0.2519
0.3717,196.137,-0.0013,0.3717,1.67327,25.3298,-0.02417,-0.1712
0.3703,196.508,-0.0014,0.3703,1.67347,25.3984,-0.02303,-0.4962
0.3687,196.876,-0.0016,0.3687,1.67366,25.4679,-0.02087,-0.1679
0.3671,197.243,-0.0016,0.3671,1.67385,25.5364,-0.02071,-0.1394
0.3654,197.609,-0.0017,0.3654,1.67405,25.6055,-0.01954,-0.0854
0.3654,197.974,0,0.3654,1.67424,25.6055,-0.03654,-0.0854
0.3636,198.338,-0.0018,0.3636,1.67442,25.6738,-0.01836,-0.0522
0.3617,198.699,-0.0019,0.3617,1.67461,25.7425,-0.01717,-0.4772
0.3597,199.059,-0.002,0.3597,1.67479,25.8106,-0.01597,-0.0227
0.3577,199.417,-0.002,0.3577,1.67497,25.8789,-0.01577,0.0071
0.3556,199.772,-0.0021,0.3556,1.67515,25.9469,-0.01456,0.0371
0.3535,200.126,-0.0021,0.3535,1.67532,26.0148,-0.01435,0.0421
0.3515,200.477,-0.002,0.3515,1.6755,26.0825,-0.01515,0.0723
0.3493,200.827,-0.0022,0.3493,1.67567,26.1502,-0.01293,0.0776
0.3472,201.174,-0.0021,0.3472,1.67583,26.2176,-0.01372,0.0576
0.3451,201.519,-0.0021,0.3451,1.676,26.285,-0.01351,0.1131
0.3451,201.864,0,0.3451,1.67616,26.285,-0.03451,0.1131
0.343,202.207,-0.0021,0.343,1.67633,26.3521,-0.0133,0.0986
0.3407,202.548,-0.0023,0.3407,1.67649,26.4191,-0.01107,-0.4264
0.3384,202.886,-0.0023,0.3384,1.67664,26.486,-0.01084,0.1038
0.3362,203.222,-0.0022,0.3362,1.6768,26.5528,-0.01162,0.1596
0.3339,203.556,-0.0023,0.3339,1.67695,26.6194,-0.01039,0.1653
0.3339,203.89,0,0.3339,1.6771,26.6194,-0.03339,0.1653
0.3317,204.222,-0.0022,0.3317,1.67725,26.6859,-0.01117,0.1766
0.3294,204.551,-0.0023,0.3294,1.6774,26.7522,-0.00994,-0.3984
0.3271,204.878,-0.0023,0.3271,1.67754,26.8184,-0.00971,0.1571
0.3248,205.203,-0.0023,0.3248,1.67768,26.8845,-0.00948,0.1878
0.3248,205.528,0,0.3248,1.67782,26.8845,-0.03248,0.1878
0.3225,205.851,-0.0023,0.3225,1.67796,26.9504,-0.00925,0.1993
0.3202,206.171,-0.0023,0.3202,1.6781,27.0162,-0.00902,-0.3757
0.3179,206.489,-0.0023,0.3179,1.67823,27.0818,-0.00879,0.2051
0.3156,206.804,-0.0023,0.3156,1.67837,27.1474,-0.00856,0.2108
0.3133,207.118,-0.0023,0.3133,1.67849,27.2128,-0.00833,0.2166
0.3133,207.431,0,0.3133,1.67862,27.2128,-0.03133,0.2166
0.3111,207.742,-0.0022,0.3111,1.67875,27.278,-0.00911,0.2281
0.3089,208.051,-0.0022,0.3089,1.67888,27.3431,-0.00889,-0.3469
0.3066,208.357,-0.0023,0.3066,1.679,27.4081,-0.00766,0.2086
0.3044,208.662,-0.0022,0.3044,1.67912,27.4729,-0.00844,0.2141
0.3023,208.964,-0.0021,0.3023,1.67924,27.5376,-0.00923,0.2448
0.3002,209.264,-0.0021,0.3002,1.67936,27.6022,-0.00902,0.2253
0.3002,209.565,0,0.3002,1.67947,27.6022,-0.03002,0.2253
0.2981,209.863,-0.0021,0.2981,1.67959,27.6667,-0.00881,0.2108
0.296,210.159,-0.0021,0.296,1.6797,27.731,-0.0086,-0.3142
0.294,210.453,-0.002,0.294,1.67981,27.7951,-0.0094,0.2161
0.292,210.745,-0.002,0.292,1.67992,27.8592,-0.0092,0.2213
0.29,211.035,-0.002,0.29,1.68003,27.9231,-0.009,0.2013
0.2881,211.323,-0.0019,0.2881,1.68014,27.9869,-0.00981,0.2063
0.2863,211.609,-0.0018,0.2863,1.68024,28.0506,-0.01063,0.2113
0.2845,211.894,-0.0018,0.2845,1.68034,28.1141,-0.01045,0.1911
0.2827,212.176,-0.0018,0.2827,1.68044,28.1775,-0.01027,0.1706
0.2811,212.457,-0.0016,0.2811,1.68054,28.2408,-0.01211,0.1751
0.2811,212.738,0,0.2811,1.68064,28.2408,-0.02811,0.1751
0.2794,213.018,-0.0017,0.2794,1.68074,28.3039,-0.01094,0.1336
0.2777,213.296,-0.0017,0.2777,1.68084,28.3669,-0.01077,-0.2664
0.2761,213.572,-0.0016,0.2761,1.68093,28.4297,-0.01161,0.1628
0.2745,213.846,-0.0016,0.2745,1.68103,28.4925,-0.01145,0.1671
0.2729,214.119,-0.0016,0.2729,1.68112,28.5551,-0.01129,0.1461
0.2715,214.391,-0.0014,0.2715,1.68121,28.6176,-0.01315,0.1501
0.27,214.661,-0.0015,0.27,1.6813,28.6799,-0.012,0.1541
0.2686,214.929,-0.0014,0.2686,1.68139,28.7422,-0.01286,0.1076
0.2673,215.196,-0.0013,0.2673,1.68148,28.8043,-0.01373,0.1363
0.266,215.462,-0.0013,0.266,1.68157,28.8662,-0.0136,0.1148
0.266,215.728,0,0.266,1.68165,28.9281,-0.0266,0.0931
0.2674,215.996,0.0014,0.2674,1.68174,28.9898,-0.04074,0.0963
0.2703,216.266,0.0029,0.2703,1.68183,29.0514,-0.05603,-0.2287
0.2763,216.542,0.006,0.2763,1.68192,29.1127,-0.08763,-0.5822
0.2802,216.823,0.0039,0.2802,1.68202,29.1736,-0.06702,-0.9644
0.2802,217.103,0,0.2802,1.68211,29.1736,-0.02802,-0.9644
0.2942,217.397,0.014,0.2942,1.68222,29.2947,-0.16942,-1.2392
0.3038,217.701,0.0096,0.3038,1.68233,29.3555,-0.12638,-0.2642
0.3129,218.014,0.0091,0.3129,1.68244,29.4111,-0.12229,-3.7992
0.3212,218.335,0.0083,0.3212,1.68257,29.4675,-0.11512,-2.7232
0.3212,218.656,0,0.3212,1.68269,29.4675,-0.03212,-2.7232
0.3288,218.985,0.0076,0.3288,1.68282,29.5275,-0.10888,-2.4417
0.3361,219.321,0.0073,0.3361,1.68296,29.5872,-0.10661,-0.3667
0.3428,219.664,0.0067,0.3428,1.6831,29.647,-0.10128,-2.2857
0.3487,220.013,0.0059,0.3487,1.68324,29.7059,-0.09387,-2.2289
0.3539,220.367,0.0052,0.3539,1.68339,29.7655,-0.08739,-2.0957
0.3539,220.72,0,0.3539,1.68353,29.7655,-0.03539,-2.0957
0.3585,221.079,0.0046,0.3585,1.68369,29.8251,-0.08185,-1.7484
0.3628,221.442,0.0043,0.3628,1.68384,29.8851,-0.07928,-0.4484
0.3666,221.808,0.0038,0.3666,1.684,29.9444,-0.07466,-1.6099
0.3697,222.178,0.0031,0.3697,1.68416,30.004,-0.06797,-1.5457
0.3723,222.55,0.0026,0.3723,1.68432,30.0633,-0.06323,-1.4302
0.3723,222.923,0,0.3723,1.68448,30.0633,-0.03723,-1.4302
0.376,223.299,0.0037,0.376,1.68464,30.182,-0.0746,-1.1444
0.3772,223.676,0.0012,0.3772,1.68481,30.2413,-0.04972,-0.4944
0.3779,224.054,0.0007,0.3779,1.68497,30.3,-0.04479,-1.4287
0.3781,224.432,0.0002,0.3781,1.68514,30.359,-0.03981,-0.8067
0.3779,224.81,-0.0002,0.3779,1.6853,30.4178,-0.03579,-0.6834
0.3774,225.187,-0.0005,0.3774,1.68547,30.4765,-0.03274,-0.5589
0.3765,225.564,-0.0009,0.3765,1.68563,30.5351,-0.02865,-0.4584
0.3754,225.939,-0.0011,0.3754,1.68579,30.5935,-0.02654,-0.3822
0.3739,226.313,-0.0015,0.3739,1.68595,30.6518,-0.02239,-0.2799
0.3722,226.685,-0.0017,0.3722,1.68611,30.71,-0.02022,-0.2272
0.3703,227.055,-0.0019,0.3703,1.68626,30.768,-0.01803,-0.1234
0.3682,227.424,-0.0021,0.3682,1.68641,30.8259,-0.01582,-0.0692
0.3659,227.789,-0.0023,0.3659,1.68657,30.8836,-0.01359,-0.0144
0.3659,228.155,0,0.3659,1.68672,30.8836,-0.03659,-0.0144
0.3635,228.519,-0.0024,0.3635,1.68686,30.9413,-0.01235,0.0966
0.3608,228.88,-0.0027,0.3608,1.68701,30.9988,-0.00908,-0.4784
0.358,229.238,-0.0028,0.358,1.68715,31.0562,-0.0078,0.1276
0.3551,229.593,-0.0029,0.3551,1.6873,31.1134,-0.00651,0.2093
0.3521,229.945,-0.003,0.3521,1.68743,31.1705,-0.00521,0.2413
0.3491,230.294,-0.003,0.3491,1.68757,31.2276,-0.00491,0.2736
0.3461,230.64,-0.003,0.3461,1.6877,31.2844,-0.00461,0.3061
0.343,230.983,-0.0031,0.343,1.68783,31.3412,-0.0033,0.3136
0.3399,231.323,-0.0031,0.3399,1.68796,31.3979,-0.00299,0.3211
0.3369,231.66,-0.003,0.3369,1.68808,31.4544,-0.00369,0.3538
0.3339,231.994,-0.003,0.3339,1.68821,31.5108,-0.00339,0.3616
0.3309,232.325,-0.003,0.3309,1.68833,31.5671,-0.00309,0.3441
0.328,232.653,-0.0029,0.328,1.68844,31.6233,-0.0038,0.3516
0.3251,232.978,-0.0029,0.3251,1.68856,31.6794,-0.00351,0.3591
0.3223,233.3,-0.0028,0.3223,1.68867,31.7354,-0.00423,0.3413
0.3196,233.62,-0.0027,0.3196,1.68878,31.7913,-0.00496,0.3486
0.3196,233.939,0,0.3196,1.68889,31.7913,-0.03196,0.3486
0.3169,234.256,-0.0027,0.3169,1.689,31.847,-0.00469,0.3123
0.3141,234.57,-0.0028,0.3141,1.68911,31.9026,-0.00341,-0.3627
0.3114,234.882,-0.0027,0.3114,1.68921,31.9581,-0.00414,0.3191
0.3088,235.191,-0.0026,0.3088,1.68932,32.0135,-0.00488,0.3511
0.3062,235.497,-0.0026,0.3062,1.68942,32.0688,-0.00462,0.3328
0.3037,235.8,-0.0025,0.3037,1.68952,32.124,-0.00537,0.3143
0.3014,236.102,-0.0023,0.3014,1.68961,32.1791,-0.00714,0.3208
0.2991,236.401,-0.0023,0.2991,1.68971,32.234,-0.00691,0.3021
0.2969,236.698,-0.0022,0.2969,1.6898,32.2889,-0.00769,0.2578
0.2948,236.993,-0.0021,0.2948,1.68989,32.3436,-0.00848,0.2636
0.2948,237.287,0,0.2948,1.68999,32.3436,-0.02948,0.2636
0.2909,237.578,-0.0039,0.2909,1.69008,32.4528,0.00991,0.2243
0.2889,237.867,-0.002,0.2889,1.69016,32.5071,-0.00889,-0.3007
0.2872,238.154,-0.0017,0.2872,1.69025,32.5612,-0.01172,0.6841
0.2855,238.44,-0.0017,0.2855,1.69034,32.6154,-0.01155,0.2141
0.2855,238.725,0,0.2855,1.69042,32.6154,-0.02855,0.2141
0.2839,239.009,-0.0016,0.2839,1.69051,32.6695,-0.01239,0.1476
0.2823,239.292,-0.0016,0.2823,1.69059,32.7234,-0.01223,-0.2774
0.2793,239.571,-0.003,0.2793,1.69067,32.8309,0.00207,0.1266
0.2793,239.85,0,0.2793,1.69075,32.8309,-0.02793,0.1266
0.2779,240.128,-0.0014,0.2779,1.69083,32.8845,-0.01379,0.4881
0.2752,240.403,-0.0027,0.2752,1.69091,32.9913,-0.00052,-0.2619
0.275,240.678,-0.0002,0.275,1.69099,33.0446,-0.0255,0.0916
0.2773,240.956,0.0023,0.2773,1.69107,33.0977,-0.05073,0.4233
0.2819,241.238,0.0046,0.2819,1.69115,33.1507,-0.07419,-0.2012
0.2819,241.519,0,0.2819,1.69123,33.1507,-0.02819,-0.2012
0.2956,241.815,0.0137,0.2956,1.69132,33.2546,-0.16656,-1.4184
0.3054,242.12,0.0098,0.3054,1.69142,33.3072,-0.12854,-0.2684
0.3162,242.437,0.0108,0.3162,1.69152,33.3544,-0.13962,-3.7277
0.327,242.764,0.0108,0.327,1.69163,33.4024,-0.1407,-2.7772
0.3368,243.1,0.0098,0.3368,1.69174,33.4524,-0.13168,-3.0542
0.3455,243.446,0.0087,0.3455,1.69186,33.5015,-0.12155,-3.0812
0.3531,243.799,0.0076,0.3531,1.69199,33.5517,-0.11131,-2.8557
0.3598,244.159,0.0067,0.3598,1.69212,33.6025,-0.10298,-2.6024
0.3656,244.524,0.0058,0.3656,1.69226,33.6537,-0.09456,-2.3464
0.3705,244.895,0.0049,0.3705,1.69239,33.7051,-0.08605,-2.1382
0.3745,245.269,0.004,0.3745,1.69253,33.7567,-0.07745,-1.9277
0.3776,245.647,0.0031,0.3776,1.69268,33.8083,-0.06876,-1.7149
0.38,246.027,0.0024,0.38,1.69282,33.8599,-0.062,-1.4999
0.3816,246.409,0.0016,0.3816,1.69297,33.9115,-0.05416,-1.2827
0.3825,246.791,0.0009,0.3825,1.69311,33.963,-0.04725,-1.1137
0.3824,247.174,-0.0001,0.3824,1.69326,34.0657,-0.03724,-0.9177
0.3814,247.555,-0.001,0.3814,1.6934,34.1169,-0.02814,-0.7449
0.3799,247.935,-0.0015,0.3799,1.69354,34.168,-0.02299,-0.4947
0.378,248.313,-0.0019,0.378,1.69369,34.2188,-0.0188,-0.2672
0.3756,248.688,-0.0024,0.3756,1.69383,34.2695,-0.01356,-0.1384
0.3729,249.061,-0.0027,0.3729,1.69396,34.3201,-0.01029,-0.0337
0.3698,249.431,-0.0031,0.3698,1.6941,34.3706,-0.00598,0.0973
0.3666,249.798,-0.0032,0.3666,1.69423,34.4209,-0.00466,0.1791
0.3631,250.161,-0.0035,0.3631,1.69436,34.471,-0.00131,0.2868
0.3594,250.52,-0.0037,0.3594,1.69448,34.5211,0.00106,0.3198
0.3556,250.876,-0.0038,0.3556,1.69461,34.5711,0.00244,0.4036
0.3516,251.227,-0.004,0.3516,1.69473,34.6209,0.00484,0.4628
0.3477,251.575,-0.0039,0.3477,1.69484,34.6707,0.00423,0.4973
0.3436,251.919,-0.0041,0.3436,1.69496,34.7203,0.00664,0.5573
0.3396,252.258,-0.004,0.3396,1.69507,34.7698,0.00604,0.5421
0.3356,252.594,-0.004,0.3356,1.69518,34.8193,0.00644,0.6023
0.3316,252.926,-0.004,0.3316,1.69528,34.8686,0.00684,0.5873
0.3277,253.253,-0.0039,0.3277,1.69539,34.9179,0.00623,0.5973
0.3277,253.581,0,0.3277,1.69549,34.9179,-0.03277,0.5973
0.3202,253.901,-0.0075,0.3202,1.69559,35.0162,0.04298,0.5921
0.3163,254.217,-0.0039,0.3163,1.69568,35.0652,0.00737,-0.3829
0.3128,254.53,-0.0035,0.3128,1.69578,35.1134,0.00372,1.5108
0.3094,254.84,-0.0034,0.3094,1.69587,35.1619,0.00306,0.6206
0.3062,255.146,-0.0032,0.3062,1.69596,35.2107,0.00138,0.5293
0.3032,255.449,-0.003,0.3032,1.69605,35.2594,-0.00032,0.5128
0.3003,255.749,-0.0029,0.3003,1.69613,35.3079,-0.00103,0.4708
0.2949,256.044,-0.0054,0.2949,1.69621,35.4048,0.02451,0.4283
0.2949,256.339,0,0.2949,1.6963,35.4048,-0.02949,0.4283
0.2927,256.632,-0.0022,0.2927,1.69638,35.4528,-0.00727,1.0491
0.2904,256.922,-0.0023,0.2904,1.69646,35.5008,-0.00604,-0.3009
0.2883,257.211,-0.0021,0.2883,1.69653,35.5488,-0.00783,0.2546
0.2863,257.497,-0.002,0.2863,1.69661,35.5968,-0.00863,0.2853
0.2845,257.781,-0.0018,0.2845,1.69669,35.6447,-0.01045,0.2406
0.2828,258.064,-0.0017,0.2828,1.69676,35.6925,-0.01128,0.2206
0.2812,258.345,-0.0016,0.2812,1.69683,35.7402,-0.01212,0.1751
0.2784,258.624,-0.0028,0.2784,1.69691,35.8353,0.00016,0.1543
0.2771,258.901,-0.0013,0.2771,1.69698,35.8827,-0.01471,0.1333
0.2771,259.178,0,0.2771,1.69705,35.8827,-0.02771,0.1333
0.276,259.454,-0.0011,0.276,1.69712,35.93,-0.0166,0.0686
0.2749,259.729,-0.0011,0.2749,1.69719,35.9771,-0.01649,-0.2564
0.2738,260.003,-0.0011,0.2738,1.69726,36.0242,-0.01638,0.0213
0.2728,260.275,-0.001,0.2728,1.69733,36.0712,-0.01728,0.0241
0.2719,260.547,-0.0009,0.2719,1.69739,36.1181,-0.01819,0.0268
0.271,260.818,-0.0009,0.271,1.69746,36.1649,-0.0181,0.0043
0.2702,261.089,-0.0008,0.2702,1.69753,36.2116,-0.01902,-0.0184
0.2694,261.358,-0.0008,0.2694,1.69759,36.2582,-0.01894,-0.0162
0.2687,261.627,-0.0007,0.2687,1.69766,36.3047,-0.01987,-0.0392
0.2691,261.896,0.0004,0.2691,1.69773,36.3511,-0.03091,-0.0372
0.2724,262.168,0.0033,0.2724,1.69779,36.3974,-0.06024,-0.0604
0.279,262.447,0.0066,0.279,1.69786,36.4436,-0.0939,-0.3364
0.285,262.732,0.006,0.285,1.69794,36.4893,-0.0885,-1.0697
0.304,263.036,0.019,0.304,1.69802,36.578,-0.2204,-1.9112
0.304,263.34,0,0.304,1.6981,36.578,-0.0304,-1.9112
0.3148,263.655,0.0108,0.3148,1.69819,36.6133,-0.13948,-5.0737
0.326,263.981,0.0112,0.326,1.69829,36.6555,-0.1446,-0.3237
0.3452,264.326,0.0192,0.3452,1.69839,36.7419,-0.22652,-3.0507
0.3529,264.679,0.0077,0.3529,1.69851,36.7847,-0.11229,-3.1787
0.3529,265.032,0,0.3529,1.69862,36.7847,-0.03529,-3.1787
0.3596,265.392,0.0067,0.3596,1.69873,36.8287,-0.10296,-2.3709
0.3658,265.757,0.0062,0.3658,1.69885,36.8741,-0.09858,-0.4459
0.3709,266.128,0.0051,0.3709,1.69897,36.9186,-0.08809,-2.1377
0.375,266.503,0.0041,0.375,1.6991,36.9633,-0.0785,-2.0282
0.3782,266.881,0.0032,0.3782,1.69922,37.008,-0.06982,-1.7659
0.3805,267.262,0.0023,0.3805,1.69935,37.0529,-0.06105,-1.5262
0.3824,267.644,0.0019,0.3824,1.69948,37.1426,-0.05724,-1.3092
0.3821,268.026,-0.0003,0.3821,1.69961,37.1874,-0.03521,-1.0899
0.381,268.407,-0.0011,0.381,1.69974,37.2321,-0.0271,-0.9947
0.381,268.788,0,0.381,1.69987,37.2321,-0.0381,-0.9947
0.3793,269.168,-0.0017,0.3793,1.69999,37.2767,-0.02093,-0.2412
0.3769,269.545,-0.0024,0.3769,1.70012,37.3211,-0.01369,-0.5162
0.3741,269.919,-0.0028,0.3741,1.70024,37.3654,-0.00941,-0.0869
0.3708,270.289,-0.0033,0.3708,1.70036,37.4095,-0.00408,0.0941
0.3672,270.657,-0.0036,0.3672,1.70047,37.4534,-0.00072,0.2011
0.3632,271.02,-0.004,0.3632,1.70059,37.4973,0.00368,0.3343
0.3589,271.379,-0.0043,0.3589,1.7007,37.541,0.00711,0.4183
0.3545,271.733,-0.0044,0.3545,1.70081,37.5846,0.00855,0.5283
0.3499,272.083,-0.0046,0.3499,1.70092,37.6281,0.01101,0.6141
0.3453,272.428,-0.0046,0.3453,1.70102,37.6714,0.01147,0.6501
0.3453,272.774,0,0.3453,1.70112,37.6714,-0.03453,0.6501
0.3405,273.114,-0.0048,0.3405,1.70122,37.7147,0.01395,0.7231
0.3355,273.45,-0.005,0.3355,1.70132,37.758,0.01645,-0.4269
0.3305,273.78,-0.005,0.3305,1.70141,37.8012,0.01695,0.7851
0.3255,274.106,-0.005,0.3255,1.7015,37.8442,0.01745,0.8476
0.3206,274.426,-0.0049,0.3206,1.70159,37.8871,0.01694,0.8601
0.3206,274.747,0,0.3206,1.70168,37.8871,-0.03206,0.8601
0.3158,275.063,-0.0048,0.3158,1.70176,37.93,0.01642,0.8598
0.3057,275.368,-0.0101,0.3057,1.70184,38.0156,0.07043,-0.3652
0.3007,275.669,-0.005,0.3007,1.70192,38.0583,0.01993,0.8468
0.2963,275.965,-0.0044,0.2963,1.70199,38.0993,0.01437,2.1971
0.2921,276.258,-0.0042,0.2921,1.70206,38.1412,0.01279,0.9346
0.2921,276.55,0,0.2921,1.70214,38.1412,-0.02921,0.9346
0.2845,276.834,-0.0076,0.2845,1.7022,38.2262,0.04755,0.7561
0.2808,277.115,-0.0037,0.2808,1.70227,38.2685,0.00892,-0.2939
0.2776,277.393,-0.0032,0.2776,1.70233,38.31,0.00424,1.6251
0.2748,277.667,-0.0028,0.2748,1.7024,38.352,0.00052,0.6593
0.2721,277.939,-0.0027,0.2721,1.70246,38.3942,-0.00021,0.5423
0.2697,278.209,-0.0024,0.2697,1.70252,38.4363,-0.00297,0.4493
0.2676,278.477,-0.0021,0.2676,1.70258,38.4783,-0.00576,0.4311
0.2657,278.742,-0.0019,0.2657,1.70264,38.5202,-0.00757,0.3621
0.2657,279.008,0,0.2657,1.7027,38.5202,-0.02657,0.3621
0.264,279.272,-0.0017,0.264,1.70275,38.562,-0.0094,0.2471
0.2624,279.535,-0.0016,0.2624,1.70281,38.6037,-0.01024,-0.2279
0.261,279.796,-0.0014,0.261,1.70287,38.6453,-0.0121,0.2013
0.2598,280.055,-0.0012,0.2598,1.70292,38.6869,-0.01398,0.1803
0.2587,280.314,-0.0011,0.2587,1.70298,38.7283,-0.01487,0.1338
0.2578,280.572,-0.0009,0.2578,1.70303,38.7697,-0.01678,0.0868
0.257,280.829,-0.0008,0.257,1.70309,38.811,-0.0177,0.0646
0.2563,281.085,-0.0007,0.2563,1.70314,38.8522,-0.01863,0.0168
0.2558,281.341,-0.0005,0.2558,1.7032,38.8934,-0.02058,-0.0062
0.2553,281.596,-0.0005,0.2553,1.70325,38.9344,-0.02053,-0.0294
0.2549,281.851,-0.0004,0.2549,1.7033,38.9753,-0.02149,-0.0782
0.2549,282.106,0,0.2549,1.70335,38.9753,-0.02549,-0.0782
0.2546,282.361,-0.0003,0.2546,1.70341,39.0162,-0.02246,-0.1009
0.2544,282.615,-0.0002,0.2544,1.70346,39.057,-0.02344,-0.2009
0.2542,282.869,-0.0002,0.2542,1.70351,39.0977,-0.02342,-0.1252
0.254,283.123,-0.0002,0.254,1.70356,39.1383,-0.0234,-0.1497
0.2538,283.377,-0.0002,0.2538,1.70362,39.1788,-0.02338,-0.1492
0.2538,283.631,0,0.2538,1.70367,39.1788,-0.02538,-0.1492
0.2536,283.885,-0.0002,0.2536,1.70372,39.2192,-0.02336,-0.1482
0.2539,284.138,0.0003,0.2539,1.70377,39.2596,-0.02839,-0.1982
0.2573,284.396,0.0034,0.2573,1.70382,39.2998,-0.05973,-0.1477
0.2655,284.661,0.0082,0.2655,1.70388,39.34,-0.10855,-0.2734
0.2818,284.943,0.0163,0.2818,1.70394,39.3797,-0.19118,-1.0569
0.2918,285.235,0.01,0.2918,1.70401,39.4176,-0.12918,-2.2774
0.3097,285.544,0.0179,0.3097,1.70409,39.4493,-0.20997,-4.3432
0.3328,285.877,0.0231,0.3328,1.70418,39.4846,-0.26428,-2.7932
0.3551,286.232,0.0223,0.3551,1.70428,39.5163,-0.25851,-4.8129
0.3551,286.587,0,0.3551,1.70438,39.5163,-0.03551,-4.8129
0.3751,286.963,0.02,0.3751,1.70449,39.5412,-0.23751,-6.0264
0.3944,287.357,0.0193,0.3944,1.70461,39.5778,-0.23244,-0.4514
0.4115,287.768,0.0171,0.4115,1.70475,39.6087,-0.21215,-5.5014
0.4262,288.195,0.0147,0.4262,1.70489,39.6381,-0.18962,-5.3747
0.4386,288.633,0.0124,0.4386,1.70504,39.6711,-0.16786,-4.8674
0.4386,289.072,0,0.4386,1.70519,39.6711,-0.04386,-4.8674
0.449,289.521,0.0104,0.449,1.70535,39.7079,-0.1489,-3.7602
0.4583,289.979,0.0093,0.4583,1.70551,39.7473,-0.13883,-0.6602
0.4656,290.445,0.0073,0.4656,1.70568,39.785,-0.11956,-3.2862
0.4711,290.916,0.0055,0.4711,1.70586,39.8233,-0.10211,-3.0344
0.4747,291.391,0.0036,0.4747,1.70603,39.8622,-0.08347,-2.5527
0.4767,291.867,0.002,0.4767,1.70621,39.9013,-0.06767,-2.1164
0.4772,292.344,0.0005,0.4772,1.70639,39.9406,-0.05272,-1.6504
0.4762,292.821,-0.001,0.4762,1.70656,39.9799,-0.03762,-1.2554
0.4739,293.295,-0.0023,0.4739,1.70674,40.019,-0.02439,-0.8817
0.4704,293.765,-0.0035,0.4704,1.70691,40.0579,-0.01204,-0.5042
0.4659,294.231,-0.0045,0.4659,1.70708,40.0964,-0.00159,-0.1734
0.4659,294.697,0,0.4659,1.70724,40.0964,-0.04659,-0.1734
0.4605,295.157,-0.0054,0.4605,1.70741,40.1345,0.00795,0.3966
0.4465,295.604,-0.014,0.4465,1.70756,40.2114,0.09535,-0.7284
0.4384,296.042,-0.0081,0.4384,1.70771,40.2493,0.03716,0.6351
0.4384,296.481,0,0.4384,1.70786,40.2493,-0.04384,0.6351
0.4299,296.91,-0.0085,0.4299,1.708,40.286,0.04201,1.3653
0.4205,297.331,-0.0094,0.4205,1.70813,40.3235,0.05195,-0.6597
0.4012,297.732,-0.0193,0.4012,1.70826,40.397,0.15288,1.4866
0.3915,298.124,-0.0097,0.3915,1.70837,40.4334,0.05785,1.7351
0.3915,298.515,0,0.3915,1.70849,40.4334,-0.03915,1.7351
0.382,298.897,-0.0095,0.382,1.7086,40.4695,0.0568,1.8826
0.3719,299.269,-0.0101,0.3719,1.70871,40.5065,0.06381,-0.5424
0.3621,299.631,-0.0098,0.3621,1.7088,40.5431,0.06179,1.8563
0.3527,299.984,-0.0094,0.3527,1.7089,40.579,0.05873,2.0316
0.3436,300.327,-0.0091,0.3436,1.70899,40.6151,0.05664,1.9811
0.335,300.662,-0.0086,0.335,1.70907,40.6514,0.0525,1.9046
0.3269,300.989,-0.0081,0.3269,1.70915,40.6879,0.04831,1.8523
0.3194,301.309,-0.0075,0.3194,1.70923,40.7244,0.04306,1.7488
0.3124,301.621,-0.007,0.3124,1.7093,40.7611,0.03876,1.6441
0.3059,301.927,-0.0065,0.3059,1.70937,40.7979,0.03441,1.5128
0.3001,302.227,-0.0058,0.3001,1.70944,40.8347,0.02799,1.4053
0.2948,302.522,-0.0053,0.2948,1.70951,40.8716,0.02352,1.2966
0.2901,302.812,-0.0047,0.2901,1.70957,40.9084,0.01799,1.1361
0.2859,303.098,-0.0042,0.2859,1.70963,40.9452,0.01341,1.0243
0.2823,303.38,-0.0036,0.2823,1.70969,40.982,0.00777,0.8861
0.2823,303.663,0,0.2823,1.70975,40.982,-0.02823,0.8861
0.2792,303.942,-0.0031,0.2792,1.70981,41.0187,0.00308,0.6306
0.2764,304.218,-0.0028,0.2764,1.70986,41.0551,0.00036,-0.2694
0.274,304.492,-0.0024,0.274,1.70992,41.0915,-0.0034,0.5133
0.272,304.764,-0.002,0.272,1.70997,41.1281,-0.0072,0.4453
0.2704,305.035,-0.0016,0.2704,1.71003,41.1645,-0.01104,0.3513
0.2704,305.305,0,0.2704,1.71008,41.1645,-0.02704,0.3513
0.2692,305.574,-0.0012,0.2692,1.71013,41.2008,-0.01492,0.1603
0.2698,305.844,0.0006,0.2698,1.71019,41.237,-0.03298,-0.2397
0.2732,306.117,0.0034,0.2732,1.71024,41.2731,-0.06132,0.0633
0.2791,306.396,0.0059,0.2791,1.7103,41.3091,-0.08691,-0.3882
0.2871,306.683,0.008,0.2871,1.71036,41.3444,-0.10871,-1.0967
0.2977,306.981,0.0106,0.2977,1.71042,41.3786,-0.13577,-1.7364
0.3085,307.29,0.0108,0.3085,1.71049,41.4118,-0.13885,-2.2814
