P,I,D,CTE,Total Error,Speed,Steer Value,Steering Angle
0.573,2211.23,-0.0108,0.573,2.8386,50.0477,0.0507,1.4268
0.5609,2211.79,-0.0121,0.5609,2.83865,50.0648,0.06491,-1.0232
0.5481,2212.34,-0.0128,0.5481,2.8387,50.0811,0.07319,1.7038
0.5349,2212.87,-0.0132,0.5349,2.83874,50.0961,0.07851,2.0591
0.5216,2213.39,-0.0133,0.5216,2.83879,50.1109,0.08084,2.2661
0.5216,2213.92,0,0.5216,2.83883,50.1109,-0.05216,2.2661
0.5099,2214.43,-0.0117,0.5099,2.83887,50.1255,0.06601,2.4573
0.5083,2214.93,-0.0016,0.5083,2.83891,50.1418,-0.03483,-0.8677
0.5066,2215.44,-0.0017,0.5066,2.83895,50.1578,-0.03366,2.0866
0.5119,2215.95,0.0053,0.5119,2.83899,50.1747,-0.10419,-0.4344
0.5181,2216.47,0.0062,0.5181,2.83903,50.192,-0.11381,-0.4052
0.5233,2216.99,0.0052,0.5233,2.83908,50.2068,-0.10433,-2.1684
0.5233,2217.52,0,0.5233,2.83912,50.2068,-0.05233,-2.1684
0.5272,2218.04,0.0039,0.5272,2.83916,50.2212,-0.09172,-2.1719
0.5302,2218.57,0.003,0.5302,2.83921,50.2378,-0.08302,-0.8719
0.5322,2219.11,0.002,0.5322,2.83925,50.2537,-0.07322,-1.8567
0.5329,2219.64,0.0007,0.5329,2.8393,50.2697,-0.06029,-1.6392
0.5326,2220.17,-0.0003,0.5326,2.83934,50.2862,-0.05026,-1.3942
0.5311,2220.7,-0.0015,0.5311,2.83938,50.3031,-0.03811,-1.0709
0.5287,2221.23,-0.0024,0.5287,2.83943,50.3202,-0.02887,-0.8202
0.5254,2221.76,-0.0033,0.5254,2.83947,50.3375,-0.01954,-0.5164
0.5213,2222.28,-0.0041,0.5213,2.83951,50.3548,-0.01113,-0.2854
0.5213,2222.8,0,0.5213,2.83956,50.3548,-0.05213,-0.2854
0.5165,2223.32,-0.0048,0.5165,2.8396,50.3721,-0.00365,0.1581
0.5107,2223.83,-0.0058,0.5107,2.83964,50.389,0.00693,-0.8669
0.5044,2224.33,-0.0063,0.5044,2.83968,50.4061,0.01256,0.3451
0.4976,2224.83,-0.0068,0.4976,2.83972,50.423,0.01824,0.6096
0.4904,2225.32,-0.0072,0.4904,2.83975,50.4399,0.02296,0.7503
0.483,2225.8,-0.0074,0.483,2.83979,50.4566,0.0257,0.8923
0.4754,2226.28,-0.0076,0.4754,2.83983,50.4732,0.02846,1.0103
0.4678,2226.75,-0.0076,0.4678,2.83986,50.4897,0.02922,1.0788
0.4602,2227.21,-0.0076,0.4602,2.83989,50.5062,0.02998,1.1478
0.4528,2227.66,-0.0074,0.4528,2.83992,50.5226,0.02872,1.1668
0.4528,2228.11,0,0.4528,2.83996,50.5226,-0.04528,1.1668
0.4455,2228.56,-0.0073,0.4455,2.83999,50.5391,0.02845,1.1543
0.4379,2228.99,-0.0076,0.4379,2.84002,50.5554,0.03221,-0.6957
0.4305,2229.43,-0.0074,0.4305,2.84005,50.5718,0.03095,1.1476
0.4234,2229.85,-0.0071,0.4234,2.84007,50.5881,0.02866,1.2416
0.4167,2230.27,-0.0067,0.4167,2.8401,50.6045,0.02533,1.2101
0.4167,2230.68,0,0.4167,2.84013,50.6045,-0.04167,1.2101
0.4103,2231.09,-0.0064,0.4103,2.84015,50.6209,0.02297,1.0696
0.4039,2231.5,-0.0064,0.4039,2.84018,50.6372,0.02361,-0.6054
0.3978,2231.89,-0.0061,0.3978,2.8402,50.6535,0.02122,1.0106
0.3922,2232.29,-0.0056,0.3922,2.84023,50.6699,0.01678,1.0266
0.387,2232.67,-0.0052,0.387,2.84025,50.6863,0.0133,0.9668
0.3823,2233.06,-0.0047,0.3823,2.84027,50.7027,0.00877,0.8558
0.378,2233.43,-0.0043,0.378,2.84029,50.7192,0.0052,0.7688
0.3742,2233.81,-0.0038,0.3742,2.84032,50.7356,0.00058,0.6556
0.3709,2234.18,-0.0033,0.3709,2.84034,50.7521,-0.00409,0.5663
0.3696,2234.55,-0.0013,0.3696,2.84036,50.7685,-0.02396,0.4508
0.3696,2234.92,0,0.3696,2.84038,50.7685,-0.03696,0.4508
0.3729,2235.29,0.0033,0.3729,2.8404,50.7849,-0.07029,-0.1627
0.3805,2235.67,0.0076,0.3805,2.84042,50.801,-0.11405,-0.4877
0.3927,2236.06,0.0122,0.3927,2.84045,50.8162,-0.16127,-1.3209
0.4061,2236.47,0.0134,0.4061,2.84047,50.8292,-0.17461,-2.4149
0.4184,2236.89,0.0123,0.4184,2.8405,50.8386,-0.16484,-3.5954
0.4184,2237.31,0,0.4184,2.84053,50.8386,-0.04184,-3.5954
0.4293,2237.74,0.0109,0.4293,2.84056,50.8475,-0.15193,-3.6847
0.4397,2238.18,0.0104,0.4397,2.84059,50.8622,-0.14797,-0.6097
0.4487,2238.62,0.009,0.4487,2.84062,50.8742,-0.13487,-3.3619
0.4561,2239.08,0.0074,0.4561,2.84065,50.8858,-0.11961,-3.2629
0.4619,2239.54,0.0058,0.4619,2.84068,50.8986,-0.10419,-2.9354
0.4619,2240,0,0.4619,2.84071,50.8986,-0.04619,-2.9354
0.4663,2240.47,0.0044,0.4663,2.84075,50.9132,-0.09063,-2.1684
0.4696,2240.94,0.0033,0.4696,2.84078,50.9292,-0.07996,-0.7184
0.4715,2241.41,0.0019,0.4715,2.84082,50.9447,-0.06615,-1.8294
0.4721,2241.88,0.0006,0.4721,2.84085,50.9603,-0.05321,-1.5627
0.4713,2242.36,-0.0008,0.4713,2.84088,50.9762,-0.03913,-1.2174
0.4713,2242.83,0,0.4713,2.84092,50.9762,-0.04713,-1.2174
0.4695,2243.3,-0.0018,0.4695,2.84095,50.9923,-0.02895,-0.5419
0.4664,2243.76,-0.0031,0.4664,2.84099,51.0083,-0.01564,-0.7419
0.4623,2244.22,-0.0041,0.4623,2.84102,51.0243,-0.00523,-0.2874
0.4573,2244.68,-0.005,0.4573,2.84105,51.0401,0.00427,0.0453
0.4516,2245.13,-0.0057,0.4516,2.84108,51.0558,0.01184,0.3056
0.4452,2245.58,-0.0064,0.4452,2.84111,51.0713,0.01948,0.5431
0.4382,2246.02,-0.007,0.4382,2.84114,51.0866,0.02618,0.7323
0.4309,2246.45,-0.0073,0.4309,2.84117,51.1017,0.02991,0.9233
0.4233,2246.87,-0.0076,0.4233,2.8412,51.1167,0.03367,1.0908
0.4155,2247.29,-0.0078,0.4155,2.84122,51.1316,0.03645,1.1841
0.4077,2247.69,-0.0078,0.4077,2.84125,51.1464,0.03723,1.2781
0.4077,2248.1,0,0.4077,2.84127,51.1464,-0.04077,1.2781
0.3999,2248.5,-0.0078,0.3999,2.8413,51.1612,0.03801,1.3671
0.3917,2248.89,-0.0082,0.3917,2.84132,51.1763,0.04283,-0.5829
0.3837,2249.28,-0.008,0.3837,2.84135,51.1911,0.04163,1.3866
0.3759,2249.65,-0.0078,0.3759,2.84137,51.2058,0.04041,1.5071
0.3685,2250.02,-0.0074,0.3685,2.84139,51.2204,0.03715,1.4771
0.3614,2250.38,-0.0071,0.3614,2.84141,51.2352,0.03486,1.4466
0.3549,2250.74,-0.0065,0.3549,2.84143,51.25,0.02951,1.3651
0.3488,2251.09,-0.0061,0.3488,2.84145,51.265,0.02612,1.3078
0.3434,2251.43,-0.0054,0.3434,2.84146,51.28,0.01966,1.1741
0.3458,2251.78,0.0024,0.3458,2.84148,51.2951,-0.05858,1.0893
0.3592,2252.14,0.0134,0.3592,2.8415,51.3103,-0.16992,0.9278
0.3863,2252.52,0.0271,0.3863,2.84152,51.3247,-0.30963,-1.0282
0.4201,2252.94,0.0338,0.4201,2.84155,51.3313,-0.38001,-3.8117
0.4514,2253.39,0.0313,0.4514,2.84158,51.3178,-0.35814,-7.3044
0.4514,2253.84,0,0.4514,2.84161,51.3178,-0.04514,-7.3044
0.4794,2254.32,0.028,0.4794,2.84165,51.2939,-0.32794,-8.5172
0.5064,2254.83,0.027,0.5064,2.84169,51.3008,-0.32064,-0.6922
0.53,2255.36,0.0236,0.53,2.84173,51.2911,-0.289,-7.7622
0.5498,2255.91,0.0198,0.5498,2.84178,51.279,-0.25298,-7.5797
0.5658,2256.48,0.016,0.5658,2.84182,51.2744,-0.21658,-6.7887
0.5658,2257.04,0,0.5658,2.84187,51.2744,-0.05658,-6.7887
0.5783,2257.62,0.0125,0.5783,2.84192,51.2809,-0.18283,-4.9782
0.5884,2258.21,0.0101,0.5884,2.84198,51.2955,-0.15984,-0.9782
0.5952,2258.8,0.0068,0.5952,2.84203,51.3074,-0.12752,-4.1344
0.5988,2259.4,0.0036,0.5988,2.84209,51.3204,-0.09588,-3.5597
0.5994,2260,0.0006,0.5994,2.84214,51.335,-0.06594,-2.7517
0.5994,2260.6,0,0.5994,2.84219,51.335,-0.05994,-2.7517
0.5973,2261.2,-0.0021,0.5973,2.84225,51.3507,-0.03873,-1.2122
0.5927,2261.79,-0.0046,0.5927,2.8423,51.3663,-0.01327,-1.0622
0.5857,2262.38,-0.007,0.5857,2.84235,51.3817,0.01143,-0.5319
0.5767,2262.95,-0.009,0.5767,2.8424,51.3967,0.03233,0.1046
0.5659,2263.52,-0.0108,0.5659,2.84245,51.4109,0.05141,0.7221
0.5659,2264.09,0,0.5659,2.8425,51.4109,-0.05659,0.7221
0.5538,2264.64,-0.0121,0.5538,2.84255,51.4234,0.06562,1.7216
0.5398,2265.18,-0.014,0.5398,2.84259,51.4373,0.08602,-0.9784
0.5226,2265.7,-0.0172,0.5226,2.84263,51.4499,0.11974,2.0768
0.4984,2266.2,-0.0242,0.4984,2.84267,51.4604,0.19216,2.5868
0.4708,2266.67,-0.0276,0.4708,2.8427,51.4687,0.22892,3.4298
0.4708,2267.14,0,0.4708,2.84274,51.4687,-0.04708,3.4298
0.4436,2267.59,-0.0272,0.4436,2.84277,51.4648,0.22764,6.1593
0.4157,2268,-0.0279,0.4157,2.84279,51.474,0.23743,-0.7407
0.3893,2268.39,-0.0264,0.3893,2.84282,51.4731,0.22507,6.1273
0.3648,2268.76,-0.0245,0.3648,2.84284,51.4685,0.20852,6.3721
0.3425,2269.1,-0.0223,0.3425,2.84286,51.4672,0.18875,6.0631
0.3425,2269.44,0,0.3425,2.84287,51.4672,-0.03425,6.0631
0.3224,2269.76,-0.0201,0.3224,2.84289,51.4719,0.16876,5.1551
0.3029,2270.07,-0.0195,0.3029,2.8429,51.4836,0.16471,-0.4199
0.2856,2270.35,-0.0173,0.2856,2.84291,51.4922,0.14444,4.6553
0.2706,2270.62,-0.015,0.2706,2.84293,51.5011,0.12294,4.5541
0.258,2270.88,-0.0126,0.258,2.84294,51.5119,0.1002,4.0473
0.2478,2271.13,-0.0102,0.2478,2.84294,51.5244,0.07722,3.5098
0.2398,2271.37,-0.008,0.2398,2.84295,51.5381,0.05602,2.9413
0.2341,2271.6,-0.0057,0.2341,2.84296,51.5526,0.03359,2.3668
0.2305,2271.83,-0.0036,0.2305,2.84297,51.5675,0.01295,1.8368
0.2288,2272.06,-0.0017,0.2288,2.84298,51.5824,-0.00588,1.2761
0.2288,2272.29,0,0.2288,2.84299,51.5824,-0.02288,1.2761
0.2288,2272.52,0,0.2288,2.84299,51.5971,-0.02288,0.2893
0.2303,2272.75,0.0015,0.2303,2.843,51.6112,-0.03803,-0.1357
0.2331,2272.98,0.0028,0.2331,2.84301,51.6252,-0.05131,-0.1357
0.2372,2273.22,0.0041,0.2372,2.84302,51.6391,-0.06472,-0.5144
0.2423,2273.46,0.0051,0.2423,2.84303,51.6525,-0.07523,-0.8464
0.2481,2273.71,0.0058,0.2481,2.84304,51.6655,-0.08281,-1.1817
0.2481,2273.96,0,0.2481,2.84305,51.6655,-0.02481,-1.1817
0.2613,2274.22,0.0132,0.2613,2.84306,51.6902,-0.15813,-1.6339
0.2688,2274.49,0.0075,0.2688,2.84307,51.7041,-0.10188,-0.1839
0.2758,2274.76,0.007,0.2758,2.84308,51.7126,-0.09758,-3.5169
0.2827,2275.05,0.0069,0.2827,2.84309,51.7234,-0.09727,-2.1107
0.2827,2275.33,0,0.2827,2.8431,51.7234,-0.02827,-2.1107
0.2981,2275.63,0.0154,0.2981,2.84312,51.7359,-0.18381,-1.9954
0.3226,2275.95,0.0245,0.3226,2.84313,51.7499,-0.27726,-0.2704
0.3424,2276.29,0.0198,0.3424,2.84315,51.7572,-0.23224,-4.1589
0.3707,2276.66,0.0283,0.3707,2.84317,51.7521,-0.32007,-6.4952
0.399,2277.06,0.0283,0.399,2.84319,51.7519,-0.3229,-5.3697
0.399,2277.46,0,0.399,2.84322,51.7519,-0.0399,-5.3697
0.4455,2277.91,0.0465,0.4455,2.84325,51.7316,-0.50955,-7.6362
0.4653,2278.37,0.0198,0.4653,2.84328,51.7413,-0.24453,-0.5612
0.4799,2278.85,0.0146,0.4799,2.84331,51.7047,-0.19399,-12.3024
0.4908,2279.34,0.0109,0.4908,2.84335,51.6983,-0.15808,-5.6769
0.4981,2279.84,0.0073,0.4981,2.84339,51.7086,-0.12281,-4.4134
0.502,2280.34,0.0039,0.502,2.84342,51.7219,-0.0892,-3.5157
0.5002,2280.84,-0.0018,0.5002,2.84346,51.751,-0.03202,-2.6339
0.4947,2281.34,-0.0055,0.4947,2.8435,51.7659,0.00553,-1.7937
0.4947,2281.83,0,0.4947,2.84353,51.7659,-0.04947,-1.7937
0.487,2282.32,-0.0077,0.487,2.84357,51.7791,0.0283,0.5746
0.4767,2282.8,-0.0103,0.4767,2.8436,51.7929,0.05533,-0.8004
0.4647,2283.26,-0.012,0.4647,2.84364,51.8053,0.07353,1.1438
0.4512,2283.71,-0.0135,0.4512,2.84367,51.8157,0.08988,1.8196
0.4512,2284.16,0,0.4512,2.8437,51.8157,-0.04512,1.8196
0.4368,2284.6,-0.0144,0.4368,2.84373,51.8237,0.10032,2.6833
0.4206,2285.02,-0.0162,0.4206,2.84375,51.8361,0.11994,-0.6917
0.4038,2285.42,-0.0168,0.4038,2.84378,51.8454,0.12762,2.9443
0.3869,2285.81,-0.0169,0.3869,2.8438,51.8521,0.13031,3.4348
0.3702,2286.18,-0.0167,0.3702,2.84382,51.8585,0.12998,3.6268
0.3702,2286.55,0,0.3702,2.84384,51.8585,-0.03702,3.6268
0.3539,2286.9,-0.0163,0.3539,2.84386,51.8655,0.12761,3.6858
0.3368,2287.24,-0.0171,0.3368,2.84387,51.8775,0.13732,-0.4892
0.3205,2287.56,-0.0163,0.3205,2.84389,51.8867,0.13095,3.6266
0.305,2287.87,-0.0155,0.305,2.8439,51.8944,0.1245,3.8693
0.2907,2288.16,-0.0143,0.2907,2.84392,51.903,0.11393,3.7101
0.2907,2288.45,0,0.2907,2.84393,51.903,-0.02907,3.7101
0.2776,2288.73,-0.0131,0.2776,2.84394,51.9133,0.10324,3.2846
0.2646,2288.99,-0.013,0.2646,2.84395,51.9259,0.10354,-0.2904
0.2528,2289.24,-0.0118,0.2528,2.84396,51.9374,0.09272,3.0173
0.2425,2289.49,-0.0103,0.2425,2.84397,51.9488,0.07875,3.0248
0.2335,2289.72,-0.009,0.2335,2.84398,51.9609,0.06665,2.7543
0.2335,2289.95,0,0.2335,2.84399,51.9609,-0.02335,2.7543
0.2258,2290.18,-0.0077,0.2258,2.84399,51.974,0.05442,2.1026
0.2189,2290.4,-0.0069,0.2189,2.844,51.9873,0.04711,-0.1474
0.2132,2290.61,-0.0057,0.2132,2.84401,52.0005,0.03568,1.7968
0.2088,2290.82,-0.0044,0.2088,2.84401,52.0141,0.02312,1.6141
0.2056,2291.03,-0.0032,0.2056,2.84402,52.0279,0.01144,1.3283
0.2056,2291.23,0,0.2056,2.84403,52.0279,-0.02056,1.3283
0.2035,2291.43,-0.0021,0.2035,2.84403,52.0417,0.00065,0.7223
0.2022,2291.64,-0.0013,0.2022,2.84404,52.0552,-0.00722,-0.0777
0.2019,2291.84,-0.0003,0.2019,2.84404,52.0689,-0.01719,0.4526
0.2026,2292.04,0.0007,0.2026,2.84405,52.0826,-0.02726,0.2558
0.204,2292.25,0.0014,0.204,2.84406,52.0962,-0.0344,0.0066
0.204,2292.45,0,0.204,2.84406,52.0962,-0.0204,0.0066
0.206,2292.66,0.002,0.206,2.84407,52.1095,-0.0406,-0.4237
0.2088,2292.86,0.0028,0.2088,2.84407,52.1229,-0.04888,-0.0737
0.2127,2293.08,0.0039,0.2127,2.84408,52.1362,-0.06027,-0.5787
0.2214,2293.3,0.0087,0.2214,2.84409,52.1491,-0.10914,-0.7857
0.2351,2293.53,0.0137,0.2351,2.8441,52.1619,-0.16051,-1.0704
0.2351,2293.77,0,0.2351,2.8441,52.1619,-0.02351,-1.0704
0.2531,2294.02,0.018,0.2531,2.84411,52.1688,-0.20531,-3.5764
0.2762,2294.3,0.0231,0.2762,2.84413,52.1804,-0.25862,-0.1514
0.3013,2294.6,0.0251,0.3013,2.84414,52.1836,-0.28113,-4.6964
0.3245,2294.92,0.0232,0.3245,2.84415,52.1786,-0.26445,-6.0292
0.3451,2295.27,0.0206,0.3451,2.84417,52.1705,-0.24051,-6.5919
0.3451,2295.61,0,0.3451,2.84419,52.1705,-0.03451,-6.5919
0.363,2295.98,0.0179,0.363,2.84421,52.1691,-0.2153,-5.5764
0.3798,2296.36,0.0168,0.3798,2.84423,52.18,-0.20598,-0.4264
0.3939,2296.75,0.0141,0.3939,2.84425,52.1857,-0.18039,-4.9462
0.4136,2297.16,0.0197,0.4136,2.84428,52.1981,-0.23836,-4.7132
0.4136,2297.58,0,0.4136,2.8443,52.1981,-0.04136,-4.7132
0.4186,2298,0.005,0.4186,2.84433,52.202,-0.09186,-5.5227
0.4215,2298.42,0.0029,0.4215,2.84436,52.2139,-0.07115,-0.5977
0.4219,2298.84,0.0004,0.4219,2.84438,52.227,-0.04619,-1.8602
0.4202,2299.26,-0.0017,0.4202,2.84441,52.2407,-0.02502,-1.3424
0.4163,2299.68,-0.0039,0.4163,2.84443,52.2543,-0.00263,-0.7184
0.4106,2300.09,-0.0057,0.4106,2.84446,52.2676,0.01594,-0.1892
0.4033,2300.49,-0.0073,0.4033,2.84448,52.2804,0.03267,0.3706
0.3947,2300.88,-0.0086,0.3947,2.8445,52.2925,0.04653,0.8348
0.385,2301.27,-0.0097,0.385,2.84453,52.3041,0.0585,1.2531
0.3744,2301.64,-0.0106,0.3744,2.84455,52.3151,0.06856,1.5996
0.3633,2302.01,-0.0111,0.3633,2.84457,52.3256,0.07467,1.8988
0.3633,2302.37,0,0.3633,2.84459,52.3256,-0.03633,1.8988
0.3518,2302.72,-0.0115,0.3518,2.8446,52.3355,0.07982,2.3031
0.3394,2303.06,-0.0124,0.3394,2.84462,52.3475,0.09006,-0.4719
0.3269,2303.39,-0.0125,0.3269,2.84464,52.3581,0.09231,2.4318
0.3146,2303.7,-0.0123,0.3146,2.84465,52.3676,0.09154,2.6878
0.3027,2304.01,-0.0119,0.3027,2.84466,52.3771,0.08873,2.7441
0.2914,2304.3,-0.0113,0.2914,2.84468,52.387,0.08386,2.7248
0.2807,2304.58,-0.0107,0.2807,2.84469,52.3973,0.07893,2.6546
0.2708,2304.85,-0.0099,0.2708,2.8447,52.4081,0.07192,2.5328
0.2618,2305.11,-0.009,0.2618,2.84471,52.4194,0.06382,2.4096
0.2538,2305.36,-0.008,0.2538,2.84472,52.431,0.05462,2.2343
0.2538,2305.62,0,0.2538,2.84473,52.431,-0.02538,2.2343
0.2466,2305.86,-0.0072,0.2466,2.84474,52.4433,0.04734,1.8018
0.2399,2306.1,-0.0067,0.2399,2.84474,52.4557,0.04301,-0.1982
0.2341,2306.34,-0.0058,0.2341,2.84475,52.468,0.03459,1.6198
0.2292,2306.57,-0.0049,0.2292,2.84476,52.4805,0.02608,1.5116
0.2253,2306.79,-0.0039,0.2253,2.84477,52.4932,0.01647,1.3011
0.2223,2307.02,-0.003,0.2223,2.84477,52.5059,0.00777,1.0883
0.2201,2307.24,-0.0022,0.2201,2.84478,52.5187,-1.00E-05,0.8481
0.2189,2307.45,-0.0012,0.2189,2.84479,52.5315,-0.00989,0.6306
0.2184,2307.67,-0.0005,0.2184,2.8448,52.5442,-0.01684,0.4361
0.2186,2307.89,0.0002,0.2186,2.8448,52.557,-0.02386,0.1891
0.2186,2308.11,0,0.2186,2.84481,52.557,-0.02186,0.1891
0.2194,2308.33,0.0008,0.2194,2.84482,52.5695,-0.02994,-0.1602
0.2208,2308.55,0.0014,0.2208,2.84482,52.582,-0.03608,-0.1102
0.2226,2308.77,0.0018,0.2226,2.84483,52.5944,-0.04026,-0.3122
0.2249,2309,0.0023,0.2249,2.84484,52.6067,-0.04549,-0.4657
0.2292,2309.23,0.0043,0.2292,2.84485,52.619,-0.06592,-0.5702
0.2292,2309.46,0,0.2292,2.84485,52.619,-0.02292,-0.5702
0.2528,2309.71,0.0236,0.2528,2.84486,52.6422,-0.26128,-1.2117
0.2712,2309.98,0.0184,0.2712,2.84487,52.6544,-0.21112,-0.1367
0.2938,2310.27,0.0226,0.2938,2.84489,52.6487,-0.25538,-6.0957
0.3157,2310.59,0.0219,0.3157,2.8449,52.6464,-0.25057,-4.8417
0.3157,2310.91,0,0.3157,2.84492,52.6464,-0.03157,-4.8417
0.3522,2311.26,0.0365,0.3522,2.84493,52.6392,-0.40022,-5.8279
0.3679,2311.63,0.0157,0.3679,2.84495,52.6487,-0.19379,-0.3529
0.3795,2312.01,0.0116,0.3795,2.84497,52.6252,-0.15395,-9.5692
0.3882,2312.39,0.0087,0.3882,2.845,52.6245,-0.12582,-4.4084
0.3882,2312.78,0,0.3882,2.84502,52.6245,-0.03882,-4.4084
0.3944,2313.18,0.0062,0.3944,2.84504,52.6352,-0.10144,-2.7092
0.3986,2313.57,0.0042,0.3986,2.84506,52.6477,-0.08186,-0.5342
0.4006,2313.98,0.002,0.4006,2.84509,52.6598,-0.06006,-2.0997
0.4003,2314.38,-0.0003,0.4003,2.84511,52.6724,-0.03703,-1.6102
0.398,2314.77,-0.0023,0.398,2.84513,52.6851,-0.0168,-1.0652
0.398,2315.17,0,0.398,2.84516,52.6851,-0.0398,-1.0652
0.3939,2315.57,-0.0041,0.3939,2.84518,52.6975,0.00161,0.0163
0.388,2315.95,-0.0059,0.388,2.8452,52.7098,0.0202,-0.5587
0.3807,2316.33,-0.0073,0.3807,2.84522,52.7218,0.03493,0.4766
0.3722,2316.71,-0.0085,0.3722,2.84524,52.733,0.04778,0.9413
0.3627,2317.07,-0.0095,0.3627,2.84526,52.7437,0.05873,1.3096
0.3525,2317.42,-0.0102,0.3525,2.84528,52.7539,0.06675,1.6308
0.3419,2317.76,-0.0106,0.3419,2.84529,52.7638,0.07181,1.9046
0.3309,2318.09,-0.011,0.3309,2.84531,52.7734,0.07691,2.1051
0.32,2318.41,-0.0109,0.32,2.84532,52.7829,0.077,2.2316
0.3091,2318.72,-0.0109,0.3091,2.84534,52.7924,0.07809,2.3591
0.3091,2319.03,0,0.3091,2.84535,52.7924,-0.03091,2.3591
0.2986,2319.33,-0.0105,0.2986,2.84537,52.8021,0.07514,2.3886
0.2877,2319.62,-0.0109,0.2877,2.84538,52.8133,0.08023,-0.3364
0.2773,2319.9,-0.0104,0.2773,2.84539,52.8237,0.07627,2.3148
0.2674,2320.16,-0.0099,0.2674,2.8454,52.8336,0.07226,2.4421
0.2583,2320.42,-0.0091,0.2583,2.84541,52.8438,0.06517,2.3431
0.2499,2320.67,-0.0084,0.2499,2.84542,52.8543,0.05901,2.2428
0.2425,2320.91,-0.0074,0.2425,2.84543,52.8652,0.04975,2.0656
0.2359,2321.15,-0.0066,0.2359,2.84543,52.8764,0.04241,1.9116
0.2303,2321.38,-0.0056,0.2303,2.84544,52.8879,0.03297,1.6801
0.2256,2321.61,-0.0047,0.2256,2.84545,52.8995,0.02444,1.4966
0.2256,2321.83,0,0.2256,2.84546,52.8995,-0.02256,1.4966
0.2189,2322.05,-0.0067,0.2189,2.84546,52.9233,0.04511,1.0473
0.2166,2322.27,-0.0023,0.2166,2.84547,52.935,0.00134,-0.1277
0.2154,2322.48,-0.0012,0.2154,2.84548,52.9464,-0.00954,1.5641
0.2149,2322.7,-0.0005,0.2149,2.84548,52.9582,-0.01649,0.4698
0.2149,2322.91,0,0.2149,2.84549,52.9582,-0.02149,0.4698
0.2151,2323.13,0.0002,0.2151,2.8455,52.97,-0.02351,0.0241
0.2229,2323.35,0.0078,0.2229,2.8455,52.9934,-0.10029,-0.1009
0.2354,2323.59,0.0125,0.2354,2.84551,53.005,-0.14854,-0.1514
0.2532,2323.84,0.0178,0.2532,2.84552,53.0142,-0.20332,-2.0709
0.2755,2324.11,0.0223,0.2755,2.84553,53.0196,-0.25055,-3.2772
0.2988,2324.41,0.0233,0.2988,2.84554,53.0193,-0.26288,-4.6467
0.3199,2324.73,0.0211,0.3199,2.84556,53.013,-0.24299,-5.8274
0.3385,2325.07,0.0186,0.3385,2.84558,53.0054,-0.21985,-6.1357
0.3545,2325.43,0.016,0.3545,2.84559,53.0018,-0.19545,-5.6384
0.3676,2325.79,0.0131,0.3676,2.84561,53.0029,-0.16776,-5.0599
0.3781,2326.17,0.0105,0.3781,2.84563,53.0077,-0.14281,-4.4499
0.3858,2326.56,0.0077,0.3858,2.84565,53.0155,-0.11558,-3.7577
0.3933,2326.95,0.0075,0.3933,2.84568,53.0353,-0.11433,-3.1339
0.3932,2327.34,-0.0001,0.3932,2.8457,53.0464,-0.03832,-2.4532
0.3932,2327.74,0,0.3932,2.84572,53.0464,-0.03932,-2.4532
0.3867,2328.12,-0.0065,0.3867,2.84574,53.0699,0.02633,-0.5217
0.3805,2328.5,-0.0062,0.3805,2.84576,53.0816,0.02395,-0.5467
0.3729,2328.88,-0.0076,0.3729,2.84578,53.0919,0.03871,1.0946
0.3641,2329.24,-0.0088,0.3641,2.8458,53.1017,0.05159,1.0351
0.3641,2329.61,0,0.3641,2.84582,53.1017,-0.03641,1.0351
0.3544,2329.96,-0.0097,0.3544,2.84584,53.1108,0.06156,1.7261
0.3308,2330.29,-0.0236,0.3308,2.84585,53.133,0.20292,-0.4739
0.3176,2330.61,-0.0132,0.3176,2.84587,53.1425,0.10024,1.9753
0.3176,2330.93,0,0.3176,2.84588,53.1425,-0.03176,1.9753
0.3044,2331.23,-0.0132,0.3044,2.8459,53.149,0.10156,2.9423
0.2903,2331.52,-0.0141,0.2903,2.84591,53.1589,0.11197,-0.3577
0.2764,2331.8,-0.0139,0.2764,2.84592,53.1665,0.11136,2.9753
0.2629,2332.06,-0.0135,0.2629,2.84593,53.1727,0.10871,3.2356
0.2501,2332.31,-0.0128,0.2501,2.84594,53.1792,0.10299,3.2203
0.2271,2332.54,-0.023,0.2271,2.84594,53.194,0.20729,3.1541
0.2173,2332.75,-0.0098,0.2173,2.84595,53.2022,0.07627,3.0111
0.2097,2332.96,-0.0076,0.2097,2.84596,53.2017,0.05503,5.6186
0.2035,2333.17,-0.0062,0.2035,2.84596,53.2096,0.04165,2.3431
0.1986,2333.37,-0.0049,0.1986,2.84597,53.2204,0.02914,1.8121
0.195,2333.56,-0.0036,0.195,2.84597,53.2316,0.0165,1.4776
0.1926,2333.75,-0.0024,0.1926,2.84598,53.2429,0.00474,1.1648
0.1914,2333.95,-0.0012,0.1914,2.84599,53.2542,-0.00714,0.8488
0.1913,2334.14,-0.0001,0.1913,2.84599,53.2654,-0.01813,0.5548
0.1922,2334.33,0.0009,0.1922,2.846,53.2766,-0.02822,0.2578
0.1939,2334.52,0.0017,0.1939,2.846,53.2875,-0.03639,-0.0169
0.1965,2334.72,0.0026,0.1965,2.84601,53.2984,-0.04565,-0.2692
0.1996,2334.92,0.0031,0.1996,2.84601,53.309,-0.05096,-0.4734
0.2033,2335.12,0.0037,0.2033,2.84602,53.3195,-0.05733,-0.7049
